Player Name,Player Status,Year of Event,Statement Made,Event Description,Platform,Event Type,Media Tone,Post Status,Media Coverage,Sources,URL,title,max_similarity,most_similar_anchor_idx,most_similar_anchor_title
Antonio Brown's,,2022,,,,Controversy,Negative,,Medium,The Mirror,https://www.mirror.co.uk/sport/other-sports/american-sports/antonio-brown-nfl-tom-brady-28347452,Antonio Brown's timeline of controversy from ugly NFL exit to trolling Tom Brady,0.5368906869563727,43.0,"Brown posts another unpredictable tweet without any additional context or information, resulting in a stir in discussion. "
,,2022,,,,Controversy,Positive,,High,The New York Times,https://www.nytimes.com/athletic/4029676/2022/12/23/watford-helena-costa-interview/,"Helena Costa: Blazing trails, Clermont controversy – and what she will bring to Watford - The Athletic",0.1552695148755474,24.0,"Asked about his opinion when it comes to the number of children a woman have tied to their value, resulting in some controversial answers being made"
,,2022,,,,Controversy,Negative,,Medium,The Times,https://www.thetimes.com/sport/rugby-union/article/latest-nfl-concussion-scandal-is-a-sickening-indictment-of-win-at-all-costs-mentality-c9t6scdfq,Latest NFL concussion scandal is a sickening indictment of win-at-all-costs mentality,0.3195169593120334,45.0,"After the game loss, he expressed the lack of seriousness from other Dolphins players to show up to players-only meetings, aiding in the loss. "
,,2022,,,,Controversy,Negative,,Medium,The New York Times,https://www.nytimes.com/athletic/3219102/2022/03/31/why-world-cup-2022-qatar-controversial/,This is why the World Cup 2022 in Qatar is controversial - The Athletic,0.1990750887389782,0.0,Instagram post celebrating July 4th sparked backlash due to political context and timing
Tom Brady,Retired,2022,,,,Controversy,Positive,,Medium,ESPN,https://www.espn.com/nfl/story/_/id/33948647/second-controversial-1-1-tom-brady-rookie-card-sells-auction-396000,"Second, controversial, 1-of-1 Tom Brady rookie card sells at auction for $396,000",0.4508904660724198,25.0,Had disagreements with his then-wife about retirement plans then pursue last year of playing professional football amid struggle with marriage
,,2022,,,,Controversy,Negative,,Medium,The New York Times,https://www.nytimes.com/athletic/2902465/2021/10/27/the-viking-clap-is-ruined-forever-icelandic-footballs-sex-abuse-scandal/,‘The Viking clap is ruined forever’ – Icelandic football’s sex abuse scandal,0.1705001795402436,24.0,"Asked about his opinion when it comes to the number of children a woman have tied to their value, resulting in some controversial answers being made"
Tom Brady,Retired,2022,,,,Controversy,Mixed,,Medium,CBS Sports,https://www.cbssports.com/nfl/news/tom-brady-admits-controversial-tuck-rule-game-play-might-have-been-a-fumble-and-not-an-incomplete-pass/,Tom Brady admits controversial 'Tuck Rule Game' play 'might have been a fumble' and not an incomplete pass,0.3632177179248037,25.0,Had disagreements with his then-wife about retirement plans then pursue last year of playing professional football amid struggle with marriage
Jerry Jones,,2022,,,,Controversy,Negative,,High,sportingnews.com,https://www.sportingnews.com/uk/nfl/news/jerry-jones-photo-controversy-cowboy-1957-picture-washington-post/wgxol20ef2xohhqcshiiow4d,Jerry Jones photo controversy: Why Cowboys owner is under fire for 1957 picture in Little Rock,0.2541893844475533,69.0,Publicly backed up teammate Micah Parsons with contract issues under the Dallas Cowboys
Idrissa Gueye,,2022,,,,Controversy,Negative,,High,The New York Times,https://www.nytimes.com/athletic/3593674/2022/09/15/idrissa-gueye-controversy-situation-surrounding-everton-return/,"Idrissa Gueye, the LGBTQ+ controversy and situation surrounding his Everton return",0.2129110517760222,11.0,Partnering with the Trevor Project to support young people who are struggling mentally when it comes to being part of the LBGTQ community
Dan Orlovsky,,2022,,,,Humor,Positive,,Low,Fox News,https://www.foxnews.com/sports/dan-orlovsky-clears-up-fart-controversy-monday-night-football-broadcast,Dan Orlovsky clears up fart controversy from 'Monday Night Football' broadcast,0.1781045622372681,46.0,"After losing in the Divisional Round, Allen emotionally reflects on his performance, affecting team's progression in the Playoffs. "
,,2023,,,,Controversy,Positive,,High,NFL.com,https://www.nfl.com/news/sidelines/remembering-coin-toss-randy-moss-and-wild-thanksgiving-1998,"""We did not win a game the rest of the year. Such a small, minor detail totally destroyed the rest of our season.""",0.1898279920809245,34.0,Traded to the Seattle Seahawks after desire to remain in the Rams; then becoming a rival to previous team in the Super Bowl
Playoff Moments,,2023,,,,Controversy,Negative,,Medium,Bleacher Report,https://bleacherreport.com/articles/10061568-the-6-most-controversial-nfl-playoff-moments-since-2000,The 6 Most Controversial NFL Playoff Moments Since 2000,0.2454255133455965,25.0,Had disagreements with his then-wife about retirement plans then pursue last year of playing professional football amid struggle with marriage
,,2023,,,,Controversy,Negative,,Medium,University of Colorado Boulder,https://www.colorado.edu/today/2023/09/14/nfls-take-knee-movement-and-its-impact-workplace-protest,The NFL’s ‘take a knee’ movement and its impact on workplace protest | CU Boulder Today,0.1470119423925654,48.0,"With the issues about the TV rights deals, Merriman discussed the need for players to get paid more rather than the NFL make more money at their expense.  "
Jonathan Taylor,,2023,,,,Controversy,Negative,,Medium,CBS Sports,https://www.cbssports.com/nfl/news/nfl-running-back-controversy-explainer-why-jonathan-taylor-josh-jacobs-others-take-issue-with-pay-structure/,"NFL running back controversy explainer: Why Jonathan Taylor, Josh Jacobs, others take issue with pay structure",0.1708986599418974,44.0,Made a remark on social media after a game where the Dolphins quarterback Tua Tagovailoa was benched
Grass Fields,,2023,,,,Controversy,Negative,,Medium,Front Office Sports,https://frontofficesports.com/nfl-turf-controversy-grows-with-union-push-for-grass-fields/,NFL Turf Controversy Grows With Union Push For Grass Fields,0.1823343356972617,48.0,"With the issues about the TV rights deals, Merriman discussed the need for players to get paid more rather than the NFL make more money at their expense.  "
,,2023,,,,Controversy,Negative,,Low,TheSportster,https://www.thesportster.com/most-controversial-things-comments-ever-said-nfl-players/,The 10 Most Controversial Things Ever Said By NFL Players,0.2734275242954562,68.0,"Looked back on comments made previously about characterization of being ""immunized,"" resulting in some misleadment"
Graham,,2023,,,,Controversy,Negative,,Medium,The New York Times,https://www.nytimes.com/athletic/5122661/2023/12/08/bills-sean-mcdermott-von-miller-controversy-chiefs/,Graham: Bills face a pivotal stretch amid firestorm of off-field controversy,0.2093060528613707,47.0,"Hearing about Josh Allen's emotional self-reflection on game, Dawkins becomes emotional defending the quarterback"
,,2023,,,,Controversy,Positive,,Medium,CBS News,https://www.cbsnews.com/news/commanders-redskins-name-controversy-again/,Debate over the name of Washington's NFL team is starting all over again,0.1621164938088067,13.0,"Responds to a fan's question about who he would like to have, dead or alive,  at the dinner table"
,,2023,,,,Controversy,Negative,,Medium,Yahoo Sports,https://sports.yahoo.com/report-nfl-officiating-crew-that-oversaw-controversial-lions-cowboys-ending-downgraded-for-postseason-200620435.html,Report: NFL officiating crew that oversaw controversial Lions-Cowboys ending 'downgraded' for postseason,0.2754525004566016,46.0,"After losing in the Divisional Round, Allen emotionally reflects on his performance, affecting team's progression in the Playoffs. "
Dan Snyder,,2023,,,,Controversy,Negative,,Medium,ESPN,https://www.espn.com/nfl/story/_/id/38043823/commanders-dan-snyder-fined-60m-findings-investigation,Commanders' Dan Snyder fined $60M over findings in investigation,0.1592094727055748,5.0,Made a racist tweet about white NFL playerss
,,2023,,,,Controversy,Negative,,High,ESPN,https://www.espn.com/nfl/story/_/id/39075242/nfl-officiating-crew-scrutiny-missed-calls,NFL officiating crew under scrutiny after missed calls,0.1888422507638942,47.0,"Hearing about Josh Allen's emotional self-reflection on game, Dawkins becomes emotional defending the quarterback"
,,2023,,,,Controversy,Mixed,,High,Us Weekly,https://www.usmagazine.com/celebrity-news/pictures/biggest-nfl-controversies-through-the-years-photos/,"Biggest NFL Controversies Through the Years: Deflategate, Protests and More",0.2999542417680616,25.0,Had disagreements with his then-wife about retirement plans then pursue last year of playing professional football amid struggle with marriage
,,2023,,,,Controversy,Negative,,High,ESPN,https://www.espn.com/nfl/story/_/id/39215679/officials-missed-tripping-call-lions-controversial-penalty,Officials missed tripping call before Lions' controversial penalty,0.2538750334198348,46.0,"After losing in the Divisional Round, Allen emotionally reflects on his performance, affecting team's progression in the Playoffs. "
Gibbs,,2023,,,,Support,Positive,,High,ESPN,https://www.espn.com/nfl/story/_/id/37641680/jahmyr-gibbs-brushes-criticism-lions-reached-draft,Jahmyr Gibbs brushes off criticism that Lions reached in draft,0.1847595970223636,28.0,"Reaction to the $180 million contract extension of Aidan Hutchinson, making him one of those with highest non-quarterback average salaries"
Ja'Marr Chase,,2023,,,,Controversy,Negative,,High,Yahoo Sports,https://sports.yahoo.com/jamarr-chase-loses-out-on-touchdown-in-latest-nfl-playoff-catch-controversy-that-looks-like-a-catch-214641998.html,Ja'Marr Chase loses out on touchdown in latest NFL playoff catch controversy: 'That looks like a catch',0.1695268861687021,37.0,First tweet in two years was to respond to controversial calls in the Bills vs. Broncos and Bears vs. Rams games
Ezekiel Elliott,,2023,,,,Controversy,Positive,,High,CBS Sports,https://www.cbssports.com/nfl/news/nfl-running-back-controversy-team-grades-on-seven-biggest-veteran-rb-deals-since-ezekiel-elliott-contract/,NFL running back controversy: Team grades on seven biggest veteran RB deals since Ezekiel Elliott contract,0.1421804824648925,48.0,"With the issues about the TV rights deals, Merriman discussed the need for players to get paid more rather than the NFL make more money at their expense.  "
,,2023,,,,Reflection,Positive,,Low,ESPN,https://www.espn.com/nfl/story/_/id/35881608/how-mexico-pro-football-league-building-brand-established-players-north-border,How Mexico's pro football league is building its brand with established players from north of the border,0.2138082191910258,33.0,Reaction to Lil Wayne's tweet after the Bears defeat Green Bay in the NFL Playoffs
Dan Snyder,,2023,,,,Controversy,Negative,,Medium,Yahoo Sports,https://sports.yahoo.com/dan-snyder-and-the-commanders-a-timeline-of-dysfunction-and-scandal-201722850.html,Dan Snyder and the Commanders: A timeline of dysfunction and scandal,0.1572732102131251,13.0,"Responds to a fan's question about who he would like to have, dead or alive,  at the dinner table"
,,2023,,,,Controversy,Negative,,Medium,ESPN,https://www.espn.com/nrl/story/_/id/36157032/nfl-nrl-work-together-combat-hip-drop-scourge,"NFL, NRL work together to combat hip-drop scourge",0.5345864591395406,29.0,"During the game against the Las Vegas Raiders, Dobbins left the game because of a hip-drop tackle. Lack of enforcement from the officials occurred. "
Rob Gronkowski,,2023,,,,Controversy,Positive,,High,FOX Sports Radio,https://foxsportsradio.iheart.com/content/2023-06-29-rob-gronkowski-finally-addresses-viral-baby-gronk-controversy/,Rob Gronkowski Finally Addresses Viral 'Baby Gronk' Controversy,0.1963724014908612,25.0,Had disagreements with his then-wife about retirement plans then pursue last year of playing professional football amid struggle with marriage
Dan Snyder's,,2023,,,,Controversy,Negative,,Medium,ESPN,https://www.espn.com/nfl/story/_/id/35904912/commanders-owner-dan-snyder-tumultuous-tenure-washington,A timeline of Commanders owner Dan Snyder's tumultuous tenure,0.2034703782520656,13.0,"Responds to a fan's question about who he would like to have, dead or alive,  at the dinner table"
Dean Blandino,,2024,,,,Controversy,Mixed,,High,FOX Sports,https://www.foxsports.com/stories/nfl/lions-created-illusion-led-to-confusion-controversial-call-dean-blandino-says,"Lions created 'illusion' that led to confusion on controversial call, Dean Blandino says",0.2983185970317349,46.0,"After losing in the Divisional Round, Allen emotionally reflects on his performance, affecting team's progression in the Playoffs. "
Andy Reid,,2023,,,,Controversy,Negative,,High,NFL.com,https://www.nfl.com/news/chiefs-qb-patrick-mahomes-hc-andy-reid-take-issue-with-offensive-offsides-call-i,"Chiefs QB Patrick Mahomes, HC Andy Reid take issue with offensive offsides call in loss to Bills",0.2318942149935051,64.0,"While his free agency duration, fans wondered if Toney would retire from the NFL and start a rap career as Yung Joka. "
,,2023,,,,Controversy,Negative,,High,NFL.com,https://www.nfl.com/news/lions-qb-jared-goff-very-confused-following-penalty-on-decisive-two-point-play-v,Lions QB Jared Goff 'very confused' following penalty on decisive two-point play vs. Cowboys,0.1798275017505957,47.0,"Hearing about Josh Allen's emotional self-reflection on game, Dawkins becomes emotional defending the quarterback"
Tony Dungy's,,2023,,,,Controversy,Negative,,High,NBC News,https://www.nbcnews.com/nbc-out/out-news/tony-dungy-tweet-nfl-homophobic-football-transphobic-rcna67322,Tony Dungy's anti-LGBTQ history gets renewed attention after controversial tweet,0.5644945349912853,6.0,Response to a proposed Minnesota state bill that requires menstrual products in boys' school bathroom
,,2023,,,,Controversy,Negative,,High,CBS Sports,https://www.cbssports.com/college-football/news/college-football-playoff-snubs-controversies-most-notable-omissions-throughout-four-team-era/,"College Football Playoff snubs, controversies: Most notable omissions throughout four-team era",0.1591231147097456,1.0,Response to a tweet that praises Texas running back 
Al Michaels,,2023,,,,Controversy,Negative,,Medium,People.com,https://people.com/al-michaels-wont-call-nfl-playoffs-for-nbc-amid-criticism-8415276,Al Michaels Will Not Call Upcoming NFL Playoffs for NBC Sports amid Criticism Over His Energy,0.1861217107485238,53.0,Answers question about his opinion when hearing Trump attending the Super Bowl LIX
,,2023,,,,Controversy,Negative,,Medium,CNN,https://www.cnn.com/2023/12/04/sport/florida-state-left-out-college-football-playoffs-explainer-spt-intl,Why Florida State was left out of the College Football Playoff and why it’s so controversial,0.1403413748719737,1.0,Response to a tweet that praises Texas running back 
,,2023,,,,Controversy,Negative,,Medium,USA Today,https://www.usatoday.com/story/sports/nfl/columnist/bell/2023/12/31/nfl-refs-detroit-lions-penalty-brad-allen/72071819007/,Controversy again? NFL officials' latest penalty mess leaves Lions at a loss,0.2198778204891301,46.0,"After losing in the Divisional Round, Allen emotionally reflects on his performance, affecting team's progression in the Playoffs. "
Colin Kaepernick,,2023,,,,Controversy,Negative,,Medium,CNN,https://www.cnn.com/2023/03/10/sport/colin-kaepernick-adoptive-parents-spt-intl,Colin Kaepernick calls out adoptive parents’ racism as he promotes new graphic novel,0.2263645190492134,50.0,"Talked about wanting to get a haircut and debut a new look in the future, sparking criticism from others about seeing the comment as ""anti-black"""
,,2023,,,,Controversy,Negative,,High,ESPN,https://www.espn.com/college-football/story/_/id/39033710/cfp-anger-index-unpacking-outrage-florida-state-snub-2023,CFP Anger Index: Unpacking the outrage of Florida State's snub,0.1728362216815553,46.0,"After losing in the Divisional Round, Allen emotionally reflects on his performance, affecting team's progression in the Playoffs. "
,,2023,,,,Controversy,Positive,,High,Cronkite News,https://cronkitenews.azpbs.org/2023/12/04/college-football-playoff-final-rankings/,"DeBoer leads Washington to CFP berth, along with Michigan, Texas and Alabama",0.1753713693430714,1.0,Response to a tweet that praises Texas running back 
,,2023,,,,Controversy,Negative,,High,heavy.com,https://heavy.com/sports/nfl/kansas-city-chiefs/jawaan-taylor-false-start-lions-steratore/,Chiefs Starter Could Be Under Close Watch After Ex-NFL Official’s Criticism,0.2216083127555426,19.0,Issues problems with family's flight under Alaska Airlines when they worked to visit him
,,2023,,,,Controversy,Negative,,Medium,USA Today,https://www.usatoday.com/story/sports/nfl/columnist/bell/2023/12/14/nfl-officiating-patrick-mahomes-chiefs-kadarius-toney/71915965007/,NFL isn't concerned by stars' continued officiating criticisms – but maybe it should be,0.2350020400745517,62.0,NFL fans accussed officials of favoritism towards the Chiefs to which media has asked Kelce about allegation. 
David Chao,,2023,,,,Controversy,Negative,,Medium,Awful Announcing,https://awfulannouncing.com/nfl/david-chao-scandal-junior-seau-pat-mcafee.html,Why is scandal-ridden Dr. David Chao a top NFL injury expert?,0.5545647987688128,21.0,Calls out a doctor's practices and capabilities after past experience being looked at by the doctor and negligence reports released about him
,,2023,,,,Controversy,Positive,,High,ESPN,https://www.espn.com/college-football/story/_/id/35366896/deciding-college-football-true-champions-split-titles,Connelly crowns the true CFB champion from 16 split or controversial titles,0.2130818273588732,1.0,Response to a tweet that praises Texas running back 
Blake Martinez,,2023,,,,Controversy,Positive,,Medium,ESPN,https://www.espn.com/nfl/story/_/id/38841548/lb-blake-martinez-joins-panthers-pokemon-card-scandal,LB Blake Martinez joins Panthers after Pokémon card scandal,0.1616904839812235,68.0,"Looked back on comments made previously about characterization of being ""immunized,"" resulting in some misleadment"
Tim Ream,,2023,,,,Support,Positive,,High,The New York Times,https://www.nytimes.com/athletic/4332814/2023/03/21/gio-reyna-usmnt-tim-ream/,Tim Ream reveals talks with USMNT squad over Gio Reyna controversy,0.1605587921379315,45.0,"After the game loss, he expressed the lack of seriousness from other Dolphins players to show up to players-only meetings, aiding in the loss. "
,,2023,,,,Controversy,Negative,,Medium,ESPN,https://www.espn.com/nfl/story/_/id/39213838/cowboys-hang-penalty-nixes-lions-2-point-conversion,Lions 'confused' as refs negate late 2-point try in Cowboys win,0.2053980390613431,46.0,"After losing in the Divisional Round, Allen emotionally reflects on his performance, affecting team's progression in the Playoffs. "
Andy Reid,,2023,,,,Controversy,Negative,,High,Chiefs Digest,https://chiefsdigest.com/nfl-dishes-out-hefty-fines-to-andy-reid-patrick-mahomes-for-criticizing-offsides-penalty/,"NFL Dishes Out Hefty Fines to Andy Reid, Patrick Mahomes for Criticizing Offsides Penalty",0.2908399015580466,64.0,"While his free agency duration, fans wondered if Toney would retire from the NFL and start a rap career as Yung Joka. "
,,2023,,,,Controversy,Positive,,High,ESPN,https://www.espn.com/college-football/story/_/id/39083782/espn-2023-college-football-all-america-team,ESPN's 2023 college football All-America team,0.1526507108159681,46.0,"After losing in the Divisional Round, Allen emotionally reflects on his performance, affecting team's progression in the Playoffs. "
Jahmyr Gibbs,,2023,,,,Controversy,Positive,,High,NFL.com,https://www.nfl.com/news/rb-jahmyr-gibbs-ignoring-criticism-over-lions-picking-him-in-the-first-round-eve,Jahmyr Gibbs ignoring criticism of Lions picking him in first round: 'Everybody's entitled to their opinion',0.1434562008803136,28.0,"Reaction to the $180 million contract extension of Aidan Hutchinson, making him one of those with highest non-quarterback average salaries"
Damar Hamlin,Playing,2023,,,,Controversy,Negative,,High,WION,https://www.wionews.com/sports/damar-hamlin-jacket-controversy-the-nfl-star-issues-apology-after-allegedly-committing-a-blasphemous-act-562965,Damar Hamlin jacket controversy: The NFL star issues apology after allegedly committing blasphemous act - Sports News,0.3543106852712097,60.0,"After resting from medical-induced coma due to on-field cardiac arrest against the Cincinnati Bengals, Hamlin shared gratitude for those who wished him well. "
Josh Allen Sparks,,2023,,,,Controversy,Negative,,High,heavy.com,https://heavy.com/sports/nfl/buffalo-bills/jason-whitlock-criticism-josh-allen-controversy/,Viral Criticism of Bills QB Josh Allen Sparks Controversy,0.4236754584146446,46.0,"After losing in the Divisional Round, Allen emotionally reflects on his performance, affecting team's progression in the Playoffs. "
,,2023,,,,Controversy,Negative,,High,ESPN,https://www.espn.com/college-sports/story/_/id/38434684/baylor-settles-2016-sexual-assault-lawsuit-15-survivors,Baylor settles 2016 sexual assault lawsuit with 15 survivors,0.1430750145073286,63.0,Apologizes to the women who publicly accused him of sexual misconduct during massage sessions
Damar Hamlin,Playing,2023,,,,Controversy,Negative,,Low,New York Post,https://nypost.com/2023/02/15/damar-hamlin-clarifies-jacket-intent-after-adrian-peterson-controversy/,Damar Hamlin clarifies jacket intent after Adrian Peterson controversy,0.3036397011123122,60.0,"After resting from medical-induced coma due to on-field cardiac arrest against the Cincinnati Bengals, Hamlin shared gratitude for those who wished him well. "
,,2023,,,,Controversy,Positive,,Medium,The New York Times,https://www.nytimes.com/athletic/4141263/2023/01/31/the-pulse-brock-purdy-qb-controversy/,"The Pulse: Niners QB controversy, doctor accused of sexual misconduct and Nurse’s future",0.1840829944313832,16.0,Pointing out the teammates who didn't show up to respect Rondale Moore's funeral
Jerome Bettis,,2023,,,,Controversy,Negative,,High,GiveMeSport,https://www.givemesport.com/controversial-nfl-thanksgiving-story-jerome-bettis-phantom-heads-call/,The controversial NFL Thanksgiving story of Jerome Bettis and the phantom 'heads' call,0.1523196878583392,28.0,"Reaction to the $180 million contract extension of Aidan Hutchinson, making him one of those with highest non-quarterback average salaries"
,,2023,,,,Controversy,Negative,,Medium,thehilltoponline.com,https://thehilltoponline.com/2023/01/17/skip-bayless-a-history-of-controversy/,Skip Bayless: A History of Controversy,0.2917096049422035,60.0,"After resting from medical-induced coma due to on-field cardiac arrest against the Cincinnati Bengals, Hamlin shared gratitude for those who wished him well. "
Ray Rice,,2023,,,,Controversy,Negative,,Medium,sportingnews.com,https://www.sportingnews.com/us/nfl/news/ray-rice-elevator-video-controversy/8710c5ade9cbb3d244371a66,What did Ray Rice do? Revisiting the NFL's elevator video controversy that ended Ravens RB's career,0.1855983941362601,51.0,Shared his views on social and political issues like gender roles and the LGBTQ community to college students at Benedictine College; went viral as spread across different platforms
,,2023,,,,Controversy,Negative,,High,The Guardian,https://www.theguardian.com/sport/2023/jul/11/northwestern-hazing-scandal-toxic-culture-pat-fitzgerald,The Northwestern scandal is evidence that hazing isn’t simply a relic of football’s past,0.149082032211201,70.0,"After previous comments made regarding his coaches which resulted in further discussion, Fields clarified his stance with his coaches and team."
,,2023,,,,Controversy,Negative,,High,CNN,https://www.cnn.com/2023/12/31/sport/dallas-cowboys-detroit-lions-nfl-spt-intl,NFL: Dallas Cowboys survive late controversy to take narrow victory over Detroit Lions,0.2519197742229982,69.0,Publicly backed up teammate Micah Parsons with contract issues under the Dallas Cowboys
Damar Hamlin,Playing,2023,,,,Controversy,Positive,,Medium,USA Today,https://www.usatoday.com/story/sports/nfl/2023/02/15/damar-hamlin-controversial-jacket-worn-super-bowl-57/11265780002/,Damar Hamlin explains controversial Super Bowl jacket criticized by Adrian Peterson,0.3505397235801361,60.0,"After resting from medical-induced coma due to on-field cardiac arrest against the Cincinnati Bengals, Hamlin shared gratitude for those who wished him well. "
,,2023,,,,Controversy,Positive,,High,ScreenRant,https://screenrant.com/barry-sanders-documentary-nfl-details-missing/,10 Things Barry Sanders' Documentary Leaves Out About The Running Back Legend,0.3529456532695104,4.0,Response to a fan about the draft pick ranking of another player
,,2023,,,,Controversy,Positive,,High,Hindustan Times,https://www.hindustantimes.com/sports/football/from-hotel-controversy-to-nfl-superstar-the-incredible-story-of-deandre-hopkins-101677603381934.html,From hotel controversy to NFL superstar: The incredible story of DeAndre Hopkins | Football News,0.6534285812907631,55.0,Post ignites speculation of where the free agent may go after Baltimore
,,2023,,,,Controversy,Negative,,Medium,New York Post,https://nypost.com/article/jackson-mahomes-complete-list-of-cringeworthy-controversies/,Jackson Mahomes’ complete list of cringeworthy controversies,0.2926647681394538,52.0,"Apologized for previous anti-Semitic posts made, one in which included a quote of Hitler about Jews "
,,2023,,,,Controversy,Negative,,Medium,New York Magazine,https://nymag.com/intelligencer/2023/02/a-dismaying-super-bowl-ending-blew-the-nfls-night-apart.html,An Anticlimactic Super Bowl Ending Blew the NFL’s Night Apart,0.1905981617683406,51.0,Shared his views on social and political issues like gender roles and the LGBTQ community to college students at Benedictine College; went viral as spread across different platforms
,,2023,,,,Controversy,Positive,,Medium,New York Post,https://nypost.com/2023/02/16/new-video-of-pivotal-super-bowl-penalty-leaves-little-doubt-on-controversy/,New video of pivotal Super Bowl penalty leaves little doubt on controversy,0.1878908767549937,26.0,He wasn't as involved in the game with Tampa Bay Buccaneers as desired; later posting cryptic message about his frustration;
,,2024,,,,Controversy,Positive,,High,Yahoo Sports,https://sports.yahoo.com/2024-nfl-preview-10-brewing-controversies-including-more-cowboys-contracts-130059678.html,"2024 NFL Preview: 10 brewing controversies, including more Cowboys contracts",0.214619824944269,69.0,Publicly backed up teammate Micah Parsons with contract issues under the Dallas Cowboys
Aaron Rodgers,Playing,2024,,,,Controversy,Negative,,High,ESPN,https://www.espn.com/nfl/story/_/id/40821786/aaron-rodgers-says-regrets-2021-comment-was-immunized,Aaron Rodgers says he regrets 2021 comment that he was 'immunized',0.4462054443922498,68.0,"Looked back on comments made previously about characterization of being ""immunized,"" resulting in some misleadment"
,,2024,,,,Controversy,Negative,,Medium,them.us,https://www.them.us/story/caleb-williams-painted-nails-right-wing-controversy,The Top NFL Draft Pick Paints His Nails. Conservatives Are Freaking Out,0.3954441708190022,33.0,Reaction to Lil Wayne's tweet after the Bears defeat Green Bay in the NFL Playoffs
,,2024,,,,Reflection,Positive,,High,Florida Politics,https://floridapolitics.com/archives/657457-nfl-officiating-can-create-controversy-even-at-a-super-bowl-here-are-some-memorable-calls/,"NFL officiating can create controversy, even at a Super Bowl. Here are some memorable calls",0.2061656360645188,34.0,Traded to the Seattle Seahawks after desire to remain in the Rams; then becoming a rival to previous team in the Super Bowl
,,2024,,,,Controversy,Negative,,Medium,The New York Times,https://www.nytimes.com/athletic/5109718/2023/12/04/college-football-playoff-teams-until-saturday/,College Football Playoff’s historic snub ends four-team format in controversy,0.1804891833928578,1.0,Response to a tweet that praises Texas running back 
Harrison Butker ',,2024,,,,Controversy,Negative,,High,BBC,https://www.bbc.com/news/world-us-canada-69021543,Harrison Butker 'homemaker' speech sparks backlash,0.5920530277465126,51.0,Shared his views on social and political issues like gender roles and the LGBTQ community to college students at Benedictine College; went viral as spread across different platforms
Harrison Butker,Playing,2024,,,,Controversy,Positive,,High,National News Desk,https://thenationaldesk.com/news/americas-news-now/harrison-butker-becomes-nfls-highest-paid-kicker-after-offseason-controversy-kansas-city-chiefs-national-football-league-politically-charged-graduation-address-at-benedictine-college-catholic-women,Harrison Butker becomes NFL's highest-paid kicker after offseason controversy,0.5433910869614436,51.0,Shared his views on social and political issues like gender roles and the LGBTQ community to college students at Benedictine College; went viral as spread across different platforms
Tyreek Hill,Playing,2024,,,,Controversy,Negative,,Low,The Times of India,https://timesofindia.indiatimes.com/sports/nfl/5-nfl-players-who-have-found-themselves-in-controversies-this-season-tyreek-hill-devondre-campbell-baker-mayfield-and-more/articleshow/116444600.cms,"5 NFL players who have found themselves in controversies this season: Tyreek Hill, De'Vondre Campbell, Ba",0.3537106633724471,63.0,Apologizes to the women who publicly accused him of sexual misconduct during massage sessions
Mark Gastineau,,2024,,,,Controversy,Negative,,High,CNN,https://www.cnn.com/2024/12/11/sport/mark-gastineau-brett-favre-nfl-sack-record-spt,Mark Gastineau: Former Jets pass rusher confronts Brett Favre about controversial NFL sack record grudge,0.1422845319738735,35.0,Announces his retirement and reflects on football journey 
Harrison Butker,Playing,2024,,,,Controversy,Positive,,Medium,The Guardian,https://www.theguardian.com/sport/article/2024/aug/05/chiefs-sign-kicker-harrison-butker-to-record-contract-after-controversial-offseason,Chiefs sign kicker Harrison Butker to record contract after controversial offseason,0.5340411563558549,51.0,Shared his views on social and political issues like gender roles and the LGBTQ community to college students at Benedictine College; went viral as spread across different platforms
,,2024,,,,Controversy,Negative,,Medium,New York Post,https://nypost.com/2024/10/11/sports/how-nfl-blew-obvious-call-in-49ers-seahawks-tnf-controversy/,How NFL blew obvious call in 49ers-Seahawks ‘Thursday Night Football’ controversy,0.1468766297622087,49.0,"Wilson promoted the TNF's movement to Prime Video by showing off a ""new ball"" for 2022 with a catch phrase ""Let's Ride"" which has been a meme. "
,,2024,,,,Controversy,Negative,,Medium,Yahoo Sports,https://sports.yahoo.com/national-gay-flag-football-league-154555874.html,New National Gay Flag Football League Sparks Controversy In The NFL World,0.1941545523860125,11.0,Partnering with the Trevor Project to support young people who are struggling mentally when it comes to being part of the LBGTQ community
Porter,,2024,,,,Controversy,Negative,,Medium,ESPN,https://www.espn.com/nba/story/_/id/40140497/jontay-porter-scandal-nba-leagues-betting-risks,"NBA, NFL, NHL, MLB weigh betting risks after Porter scandal",0.3255826146607077,67.0,"When advancing to the Super Bowl, Kittle brought back a popular meme cited by a Texas high school football player back in a 2014 interview."
Deshaun Watson,Playing,2024,,,,Controversy,Negative,,Medium,ESPN,https://www.espn.com/nfl/story/_/id/42818069/nfl-ends-probe-browns-watson-latest-sexual-assault-case,NFL ends inquiry of Deshaun Watson in latest sexual assault case,0.6280429584392102,63.0,Apologizes to the women who publicly accused him of sexual misconduct during massage sessions
Kyle,,2024,,,,Controversy,Mixed,,Medium,ESPN,https://www.espn.com/nfl/story/_/id/39541332/49ers-chiefs-super-bowl-2024-decision-coin-toss-kyle-shanahan-mistake,49ers-Chiefs Super Bowl overtime decision: Did Kyle Shanahan blow it?,0.2408789500099577,46.0,"After losing in the Divisional Round, Allen emotionally reflects on his performance, affecting team's progression in the Playoffs. "
